id,stateId,stateCode,sourceName,sourceUrl,targetTable,gapFamily,serviceTags,sourceFamily,crawlMethod,ledgerStatus,firstPartyMode,expectedExtractionFields,whyNeeded,promotionRule,evidenceUrl
knowledge-cdc-cerebral-palsy,national,,CDC Cerebral Palsy,https://www.cdc.gov/cerebral-palsy/about/index.html,knowledge_articles,knowledge_content,therapy|caregiving,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"condition_overview, movement_topics, treatment_supports, official_links","Add an official CDC cerebral palsy overview to deepen therapy, treatment, and long-term support content.",Discovery or staging only until extracted rows pass public-safe validation.,https://www.cdc.gov/cerebral-palsy/about/index.html
knowledge-nichd-down-syndrome,national,,NICHD Down Syndrome,https://www.nichd.nih.gov/health/topics/down,knowledge_articles,knowledge_content,early_intervention|caregiving,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"condition_overview, common_health_needs, treatment_topics, official_links","Build official Down syndrome journey content tied to health needs, supports, and treatment topics.",Discovery or staging only until extracted rows pass public-safe validation.,https://www.nichd.nih.gov/health/topics/down
knowledge-nichd-cerebral-palsy,national,,NICHD Cerebral Palsy,https://www.nichd.nih.gov/health/topics/cerebral-palsy,knowledge_articles,knowledge_content,therapy|caregiving,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"condition_overview, symptoms, treatment_topics, therapy_topics, official_links","Build official cerebral palsy journey content for therapy, treatment, and long-term support planning.",Discovery or staging only until extracted rows pass public-safe validation.,https://www.nichd.nih.gov/health/topics/cerebral-palsy
knowledge-idea-procedural-safeguards-notice,national,,IDEA Procedural Safeguards Notice,https://sites.ed.gov/idea/regs/b/e/300.504,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"procedural_safeguards, parent_notice_requirements, dispute_options, official_links",Add exact official procedural-safeguards content covering notice requirements and family dispute rights under IDEA.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.504
knowledge-idea-initial-evaluations,national,,IDEA Initial Evaluations and Reevaluations,https://sites.ed.gov/idea/regs/b/d/300.301,knowledge_articles,knowledge_content,special_education|early_intervention|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"evaluation_timeline, consent_requirements, reevaluation_rules, official_links",Add official evaluation and reevaluation process content for diagnosis-to-school-support and eligibility journeys.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.301
knowledge-idea-transition-services-definition,national,,IDEA Transition Services Definition,https://sites.ed.gov/idea/regs/b/d/300.43,knowledge_articles,knowledge_content,transition|jobs_vocational|special_education,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"transition_definition, planning_requirements, adult_outcomes, official_links","Add exact official transition-services content for school-to-adult planning, employment, and postsecondary pathways.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.43
knowledge-idea-iep-content,national,,IDEA IEP Content Requirements,https://sites.ed.gov/idea/regs/b/d/300.320,knowledge_articles,knowledge_content,special_education|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"iep_required_elements, measurable_goals, services_requirements, official_links",Add exact official IEP-content requirements to strengthen practical IEP and school-rights knowledge coverage.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.320
knowledge-idea-prior-written-notice,national,,IDEA Prior Written Notice,https://sites.ed.gov/idea/regs/b/d/300.503,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"prior_written_notice_requirements, notice_contents, parent_rights, official_links","Add exact official prior-written-notice content to deepen notice, dispute, and school-rights guidance for families.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.503
knowledge-idea-independent-educational-evaluation,national,,IDEA Independent Educational Evaluation,https://sites.ed.gov/idea/regs/b/e/300.502,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"iee_rights, public_expense_rules, evaluation_dispute_steps, official_links",Add exact official IEE rights content to strengthen evaluation-dispute and parent-advocacy knowledge coverage.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.502
knowledge-idea-due-process-complaint,national,,IDEA Due Process Complaint,https://sites.ed.gov/idea/regs/b/e/300.508,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"due_process_complaint_requirements, filing_contents, dispute_scope, official_links",Add exact official due-process-complaint content to deepen formal dispute and hearing-path guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.508
knowledge-idea-resolution-process,national,,IDEA Resolution Process,https://sites.ed.gov/idea/regs/b/e/300.510,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"resolution_session_requirements, timeline, settlement_topics, official_links","Add exact official resolution-process content to deepen mediation, settlement, and due-process workflow guidance.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.510
knowledge-idea-mediation,national,,IDEA Mediation,https://sites.ed.gov/idea/regs/b/e/300.506,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"mediation_availability, voluntary_process, impartial_mediator_rules, official_links",Add exact official mediation content to deepen school-dispute resolution options before due process.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.506
knowledge-idea-due-process-hearing,national,,IDEA Due Process Hearing,https://sites.ed.gov/idea/regs/b/e/300.511,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"hearing_rights, hearing_officer_rules, party_participation, official_links","Add exact official due-process-hearing content to deepen hearings, participation rights, and dispute navigation.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.511
knowledge-idea-hearing-decision-timelines,national,,IDEA Hearing Decisions and Timelines,https://sites.ed.gov/idea/regs/b/e/300.515,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"decision_timeline, extensions, expedited_timing_topics, official_links",Add exact official hearing-decision timing content to strengthen deadline and expectations guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.515
knowledge-idea-civil-action,national,,IDEA Civil Action,https://sites.ed.gov/idea/regs/b/e/300.516,knowledge_articles,knowledge_content,special_education|appeals|legal_aid,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"civil_action_rights, filing_window, court_review_topics, official_links",Add exact official civil-action content to deepen post-hearing appeal and legal-path guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.516
knowledge-idea-child-find,national,,IDEA Child Find,https://sites.ed.gov/idea/regs/b/d/300.111,knowledge_articles,knowledge_content,special_education|early_intervention,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"child_find_duties, identification_scope, referral_expectations, official_links",Add exact official Child Find content to deepen school-identification and referral guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.111
knowledge-idea-evaluation-procedures,national,,IDEA Evaluation Procedures,https://sites.ed.gov/idea/regs/b/d/300.304,knowledge_articles,knowledge_content,special_education|early_intervention|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"evaluation_requirements, assessment_inputs, parent_participation, official_links","Add exact official evaluation-procedures content to deepen assessment, eligibility, and school-support journeys.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.304
knowledge-idea-iep-team,national,,IDEA IEP Team,https://sites.ed.gov/idea/regs/b/d/300.321,knowledge_articles,knowledge_content,special_education|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"iep_team_members, participation_rules, parent_role, official_links",Add exact official IEP-team content to deepen meeting preparation and parent-participation guidance.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.321
knowledge-idea-iep-review-revision,national,,IDEA Development Review and Revision of IEP,https://sites.ed.gov/idea/regs/b/d/300.324,knowledge_articles,knowledge_content,special_education|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"iep_review_requirements, revision_triggers, progress_considerations, official_links",Add exact official IEP review-and-revision content to deepen ongoing plan management and update guidance.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.324
knowledge-ssa-child-disability-starter-kit,national,,SSA Child Disability Starter Kit,https://www.ssa.gov/disability/disability_starter_kits_child_eng.htm,knowledge_articles,knowledge_content,benefits,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"application_prep, evidence_checklist, interview_preparation, official_links",Add exact official SSA application-prep content to deepen child-disability application and document-readiness guidance.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ssa.gov/disability/disability_starter_kits_child_eng.htm
providers-pull-now-louisiana-fmol-health-children-s-hospitals,louisiana,LA,FMOL Health Children's Hospitals,https://www.fmolhs.org/services/childrens-health/our-childrens-hospitals,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Louisiana from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.fmolhs.org/services/childrens-health/our-childrens-hospitals
providers-pull-now-louisiana-fmol-health-children-s-health-services,louisiana,LA,FMOL Health Children's Health Services,https://www.fmolhs.org/services/childrens-health,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Louisiana from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.fmolhs.org/services/childrens-health
providers-pull-now-louisiana-ochsner-hospital-for-children,louisiana,LA,Ochsner Hospital for Children,https://www.ochsner.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Louisiana from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.ochsner.org/
providers-pull-now-indiana-riley-children-s-health,indiana,IN,Riley Children's Health,https://www.rileychildrens.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Indiana from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.rileychildrens.org
providers-pull-now-indiana-peyton-manning-children-s-hospital,indiana,IN,Peyton Manning Children's Hospital,https://healthcare.ascension.org/locations/indiana/inasc/pmch,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Indiana from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://healthcare.ascension.org/locations/indiana/inasc/pmch
providers-pull-now-indiana-indiana-university-health-pediatric-care,indiana,IN,Indiana University Health Pediatric Care,https://iuhealth.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Indiana from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://iuhealth.org
providers-pull-now-indiana-peyton-manning-children-s-hospital-pediatric-neurology,indiana,IN,Peyton Manning Children's Hospital Pediatric Neurology,https://healthcare.ascension.org/locations/indiana/inasc/pmch/departments-and-services/departments/pediatric-neurology,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Indiana from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://healthcare.ascension.org/locations/indiana/inasc/pmch/departments-and-services/departments/pediatric-neurology
providers-pull-now-new-york-nyu-langone-hassenfeld-children-s-hospital-center-for-child-development,new-york,NY,NYU Langone Hassenfeld Children's Hospital Center for Child Development,https://nyulangone.org/locations/hassenfeld-childrens-hospital,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, address, phone",Pull-now provider anchor for New York from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://nyulangone.org/locations/hassenfeld-childrens-hospital
providers-pull-now-new-york-montefiore-rose-f-kennedy-center,new-york,NY,Montefiore Rose F. Kennedy Center,https://www.montefiore.org/rose-f-kennedy-center,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, address, phone",Pull-now provider anchor for New York from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.montefiore.org/rose-f-kennedy-center
providers-pull-now-new-york-cohen-children-s-medical-center,new-york,NY,Cohen Children's Medical Center,https://childrenshospital.northwell.edu/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, address, phone",Pull-now provider anchor for New York from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://childrenshospital.northwell.edu
providers-pull-now-new-york-golisano-children-s-hospital,new-york,NY,Golisano Children's Hospital,https://www.urmc.rochester.edu/childrens-hospital,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, address, phone",Pull-now provider anchor for New York from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.urmc.rochester.edu/childrens-hospital
providers-pull-now-new-york-upstate-golisano-children-s-hospital,new-york,NY,Upstate Golisano Children's Hospital,https://www.upstate.edu/gch,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, address, phone",Pull-now provider anchor for New York from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.upstate.edu/gch
providers-pull-now-new-york-cohen-children-s-medical-center-departments-and-services,new-york,NY,Cohen Children's Medical Center Departments and Services,https://childrenshospital.northwell.edu/departments-services,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for New York from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://childrenshospital.northwell.edu/departments-services
providers-pull-now-virginia-children-s-hospital-of-richmond-at-vcu,virginia,VA,Children's Hospital of Richmond at VCU,https://www.chrichmond.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Virginia from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.chrichmond.org
providers-pull-now-virginia-uva-health-children-s,virginia,VA,UVA Health Children's,https://childrens.uvahealth.com/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Virginia from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://childrens.uvahealth.com
providers-pull-now-virginia-children-s-hospital-of-the-king-s-daughters,virginia,VA,Children's Hospital of The King's Daughters,https://www.chkd.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Virginia from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.chkd.org
providers-pull-now-virginia-children-s-hospital-of-the-king-s-daughters-programs-clinics-and-centers,virginia,VA,"Children's Hospital of The King's Daughters Programs, Clinics, and Centers",https://www.chkd.org/our-care/programs-clinics-and-centers,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Virginia from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.chkd.org/our-care/programs-clinics-and-centers
providers-pull-now-michigan-c-s-mott-children-s-hospital,michigan,MI,C.S. Mott Children's Hospital,https://www.mottchildren.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Michigan from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.mottchildren.org
providers-pull-now-michigan-children-s-hospital-of-michigan,michigan,MI,Children's Hospital of Michigan,https://www.childrensdmc.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Michigan from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.childrensdmc.org
providers-pull-now-michigan-helen-devos-children-s-hospital,michigan,MI,Helen DeVos Children's Hospital,https://www.spectrumhealth.org/locations/spectrum-health-hospitals-helen-devos-childrens-hospital,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Michigan from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.spectrumhealth.org/locations/spectrum-health-hospitals-helen-devos-childrens-hospital
providers-pull-now-michigan-university-of-michigan-health-autism-spectrum-disorders-clinic,michigan,MI,University of Michigan Health Autism Spectrum Disorders Clinic,https://www.uofmhealth.org/our-care/specialties-services/autism-spectrum-disorders-appointments,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Michigan from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.uofmhealth.org/our-care/specialties-services/autism-spectrum-disorders-appointments
providers-pull-now-kentucky-norton-children-s-hospital,kentucky,KY,Norton Children's Hospital,https://nortonchildrens.com/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Kentucky from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://nortonchildrens.com
providers-pull-now-kentucky-kentucky-children-s-hospital,kentucky,KY,Kentucky Children's Hospital,https://ukhealthcare.com/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Kentucky from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://ukhealthcare.com
providers-pull-now-kentucky-university-of-louisville-pediatrics,kentucky,KY,University of Louisville Pediatrics,https://medicine.louisville.edu/academics-programs/academic-departments/pediatrics,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Kentucky from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://medicine.louisville.edu/academics-programs/academic-departments/pediatrics
providers-pull-now-kentucky-golisano-children-s-at-uk,kentucky,KY,Golisano Children's at UK,https://ukhealthcare.com/kentucky-childrens-hospital/golisano-childrens-uk,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Kentucky from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://ukhealthcare.com/kentucky-childrens-hospital/golisano-childrens-uk
providers-pull-now-tennessee-dolly-parton-children-s-hospital,tennessee,TN,Dolly Parton Children's Hospital,https://www.dollychildrens.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Tennessee from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.dollychildrens.org/
providers-pull-now-tennessee-dolly-parton-children-s-hospital-specialty-clinics,tennessee,TN,Dolly Parton Children's Hospital Specialty Clinics,https://www.dollychildrens.org/medical-services/specialty-clinics,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Tennessee from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.dollychildrens.org/medical-services/specialty-clinics
providers-pull-now-tennessee-dolly-parton-children-s-hospital-main-campus,tennessee,TN,Dolly Parton Children's Hospital Main Campus,https://www.dollychildrens.org/about-us/our-locations/dolly-parton-childrens-hospital-main-campus,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Tennessee from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.dollychildrens.org/about-us/our-locations/dolly-parton-childrens-hospital-main-campus
providers-pull-now-tennessee-monroe-carell-jr-children-s-hospital-at-vanderbilt,tennessee,TN,Monroe Carell Jr. Children's Hospital at Vanderbilt,https://www.childrenshospitalvanderbilt.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Tennessee from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.childrenshospitalvanderbilt.org/
providers-pull-now-north-carolina-duke-children-s-hospital-health-center,north-carolina,NC,Duke Children's Hospital & Health Center,https://www.dukehealth.org/hospitals/duke-childrens-hospital,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for North Carolina from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.dukehealth.org/hospitals/duke-childrens-hospital
providers-pull-now-north-carolina-levine-children-s-hospital,north-carolina,NC,Levine Children's Hospital,https://atriumhealth.org/medical-services/childrens-services/levine-childrens-hospital,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for North Carolina from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://atriumhealth.org/medical-services/childrens-services/levine-childrens-hospital
providers-pull-now-north-carolina-wakemed-children-s-services,north-carolina,NC,WakeMed Children's Services,https://www.wakemed.org/care-and-services/childrens-services,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for North Carolina from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.wakemed.org/care-and-services/childrens-services
providers-pull-now-north-carolina-unc-carolina-institute-for-developmental-disabilities,north-carolina,NC,UNC Carolina Institute for Developmental Disabilities,https://cidd.unc.edu/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for North Carolina from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://cidd.unc.edu/
providers-pull-now-georgia-choa-marcus-autism-center,georgia,GA,CHOA Marcus Autism Center,https://www.marcus.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, address, phone",Pull-now provider anchor for Georgia from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.marcus.org
providers-pull-now-georgia-marcus-autism-center-contact-us,georgia,GA,Marcus Autism Center Contact Us,https://www.marcus.org/contact-us,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Georgia from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.marcus.org/contact-us
providers-pull-now-georgia-marcus-autism-center-medical-services,georgia,GA,Marcus Autism Center Medical Services,https://www.marcus.org/care-and-services/medical-services,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Georgia from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.marcus.org/care-and-services/medical-services
providers-pull-now-nebraska-children-s-nebraska,nebraska,NE,Children's Nebraska,https://www.childrensnebraska.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Nebraska from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.childrensnebraska.org
providers-pull-now-nebraska-munroe-meyer-institute,nebraska,NE,Munroe-Meyer Institute,https://www.unmc.edu/mmi,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Nebraska from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.unmc.edu/mmi
providers-pull-now-nebraska-boys-town-national-research-hospital,nebraska,NE,Boys Town National Research Hospital,https://www.boystownhospital.org/,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Nebraska from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.boystownhospital.org
providers-pull-now-nebraska-munroe-meyer-institute-appointments,nebraska,NE,Munroe-Meyer Institute Appointments,https://www.unmc.edu/mmi/pt-resources/appointments.html,resource_providers,providers_care,providers_care,state_provider_source_pack_pull_now,static_fetch,ready_lightweight,first_party,"name, phone, address",Pull-now provider anchor for Nebraska from the provider source-pack plan.,Promote only if extracted provider rows pass public-safe validation with named clinic/program identity plus contact and location evidence.,https://www.unmc.edu/mmi/pt-resources/appointments.html
